,question,choice_list,choice_order
3534,What falls on the water but never gets wet?,"['A shadow.', 'A leaf', 'A raindrop', 'A feather']","[0, -1, -1, -1]"
3535,"What has no hands, no feet, no head, and no body, but can open any door?","['A key', 'A lock', 'The wind.', 'A doorknob']","[2, -1, -1, -1]"
3536,"When rain falls, does it ever get up again?","['""No', 'Yes, in dew time.', '""No', '""Yes']","[1, -1, -1, -1]"
3537,"White sheep on a blue hill.When the winds stop, they stand still.They walk far away when the winds blow.What are they?","['The trees', 'The clouds.', 'The birds', 'The flowers']","[1, -1, -1, -1]"
3538,"I gently patter on the roof at night. I mutter quietly and lull you to sleep, asking, ""All sleeping? All right!""What am I?","['Rain.', 'Wind', 'Snow', 'Thunder']","[0, -1, -1, -1]"
3539,What man cannot live inside the house?,"['A ghost', 'A snowman.', 'A fish', 'A tree']","[1, -1, -1, -1]"
3540,"An old woman sweeps behind the house, but the dust turns up at your doorstep.What is it?","['A blizzard.', 'A broom', 'A vacuum cleaner', 'A gust of wind']","[0, -1, -1, -1]"
3541,"Riddle me, riddle me, rin-Ðµ-go, mother gave me some seeds to sow. The seeds were black, the ground was white. If you riddle me that, you'll escape my bite.What are they?","['Keyboard and screen', 'Pencil and notebook', 'Pen and paper.', 'Typewriter and parchment']","[2, -1, -1, -1]"
3542,"It is energy and motion, it can fly across the ocean.It can listen and even speak, it can see and even seek.It eats neither fruit nor gruel, it eats energy and fuel.Better say: It doesn't eat; It is transformed into heat.What is it?","['Current', 'Electricity.', 'Power', 'Lightning']","[1, -1, -1, -1]"
3543,"The shape of my form will waver and bendBy the things I'm destroying and those I will rend.My color changes from bright red to blue,The power I'm using will dictate my hue.What am I?","['A flame.', 'A torch', 'A bonfire', 'A candle']","[0, -1, -1, -1]"
3544,"A house full, a hole full, but you can never gather a bowl full.What is it?","['Water', 'Sand', 'Smoke or fog.', 'Air']","[2, -1, -1, -1]"
3545,"I'm so weak that a little wind can move me.I'm so strong that when you cut me with a knife, it leaves no track.What is it?","['Water.', 'Smoke', 'Air', 'Feather']","[0, -1, -1, -1]"
3546,"What is it that anyone can divide, but no one can see where it is divided?","['Water.', 'Light', 'Time', 'Air']","[0, -1, -1, -1]"
3547,"As I was going o'er London Bridge, I heard something crack. Not a man in all England can mend that!What is it?","['Glass', 'Ice.', 'Bone', 'Mirror']","[1, -1, -1, -1]"
3548,"My step is slow, and I breathe snow.To the ground, I bring death.My marching brings an end to me,I'm slain by the sun or engulfed by the sea.What am I?","['Iceberg', 'A glacier.', 'Frostbite', 'Avalanche']","[1, -1, -1, -1]"
3549,"I am all that you see, yet I'm nothing at all, and from you, I will flee.Formed of deception, I will twist your perception.Wherever I'm rising, I warp the horizon.What am I?","['A mirage.', 'Phantom', 'Illusion', 'Mirage']","[0, -1, -1, -1]"
3550,"If you like being in nature and want to camp overnight, you can sleep in one of these.What is it?","['Hammock', 'Cabin', 'Sleeping bag', 'A tent.']","[3, -1, -1, -1]"
3551,"There is a common plantThat's like something in the sky.It is bright yellow,And grows to be 10 feet high.What is it?","['A marigold', 'A dandelion', 'A daisy', 'A sunflower.']","[3, -1, -1, -1]"
3552,"I bloom in yellow-golden,With fluffy little chicks.From the cold, I turn barren.What am I?","['Mimosa.', 'Sunflower', 'Tulip', 'Daffodil']","[0, -1, -1, -1]"
3553,"Colorful flowersBloomed in the garden,Beautiful colorsBut autumn is coming.What flowers are they?","['Tulip', 'Rose', 'Sunflower', 'Astra.']","[3, -1, -1, -1]"
3554,"A house with two residents - sometimes one, seldom three.Crack the walls, eat the dwellers, then throw it away.What is it?","['A termite infestation', 'A pod with peanuts.', 'A nutcracker', 'A demolition crew']","[1, -1, -1, -1]"
3555,I have lots of bark but no bite. What am I?,"['A tree.', 'A dog', 'A squirrel', 'A fence']","[0, -1, -1, -1]"
3556,"I am a plant you use in food, and my name consists of 5 letters.Remove the first letter of my name, and you'll get a form of energy.Get rid of two, and you'll get something necessary for life.Scramble together the last 3 letters, and you can drink it.What am I?","['Rice', 'Corn', 'Wheat.', 'Barley']","[2, -1, -1, -1]"
3557,"I am a small seed, and there are three letters in my name.Take away two letters, and I still sound the same.What am I?","['A tea', 'A key', 'A pea.', 'A bee']","[2, -1, -1, -1]"
3558,"The moon is my mother, The sea is my dad.I have a million brothers.When I reach land, I'm dead.What am I?","['A fish', 'A wave.', 'A cloud', 'A boat']","[1, -1, -1, -1]"
3559,"There's a bridge in a hollowAnd a hundred cross itNo mason, no blacksmith, nor carpenter built it.What is it?","['A wooden plank', 'A rope bridge', 'A frozen river.', 'A stone path']","[2, -1, -1, -1]"
3560,"You will find me in the mountains, and you'll find me in a creek.I have no mouth, but I speak every tongue.I have no ears, yet I answer every cry, and I always have the final word.What am I?","['A waterfall', 'An echo.', 'A cave', 'A wind']","[1, -1, -1, -1]"
3561,We are the pearls of night stolen in the light of day.What are we?,"['Dewdrops.', 'Sunrays', 'Moonbeams', 'Starlight']","[0, -1, -1, -1]"
3562,"I can run but never walk,Have a mouth but never talk,Have a head but never weep,Have a bed but never sleep.What am I?","['A road', 'A river.', 'A mountain', 'A tree']","[1, -1, -1, -1]"
3563,"Walks in the wind but stands where there's moist,Counts time, stops clocks,Swallows kingdoms, gnaws rocks.What is it?","['Sand.', 'Gravel', 'Pebble', 'Dust']","[0, -1, -1, -1]"
3564,"What is thick but thin as a puff,What is short but tall as a bluff,What brings peace and calms the sea,What dazzles the eyes of you and me?","['A waterfall', 'A cloud', 'A rainbow.', 'A mirror']","[2, -1, -1, -1]"
3565,"I'm gentle enough to soothe your skin,Light enough to fly through the sky,Strong enough to crack rocks.What am I?","['Water.', 'Feather', 'Air', 'Hammer']","[0, -1, -1, -1]"
3566,"I can fly but have no wings,I can cry but have no eyes,Wherever I go, darkness follows me.What am I?","['A bird', 'A shadow', 'A tear', 'A cloud.']","[3, -1, -1, -1]"
3567,"I come in a box and melt in your hands, I'm a Valentine's day gift that's widely loved.What Am I?","['Chocolate.', 'Teddy bear', 'Flowers', 'Jewelry']","[0, -1, -1, -1]"
3568,"It could be delivered by mail, email, by hand, or even by pigeon.It is sometimes short, sometimes lengthy, and with deep, profound, or simple feelings.What is it?","['A love letter.', 'A text message', 'A birthday card', 'A grocery list']","[0, -1, -1, -1]"
3569,"Current, serious, steady, or fast, It can also be either painful or beautiful,And sometimes it can forever last.What is it?","['A relationship.', 'Love', 'Emotion', 'Time']","[0, -1, -1, -1]"
3570,Lipsticks come in this colorAnd some ladybugs as well.And on Valentine's DayThis color roses many shops sell.What color is it?,"['Red.', 'Pink', 'Purple', 'White']","[0, -1, -1, -1]"
3571,"I have wings, but I'm no bird.I have a bow and arrow, but I'm not Robin Hood.I'm a Roman god, but I'm not Jupiter.I look like a toddler, but I need no diaper.My image expresses love, but I'm not a heart.Who am I?","['Eros', 'Cupid.', 'Hermes', 'Aphrodite ']","[1, -1, -1, -1]"
3572,"Balloons and cards, and bearsUse this red shape to sayThat I love you so muchEvery Valentine's Day.What is it?","['A flower', 'A love letter', 'A heart.', 'A box of chocolates']","[2, -1, -1, -1]"
3573,"I come in many shades: red, pink, yellow, orange, or white; but I'm not a crayon.I'm fragrant, but I'm not perfume.People put me in water, but I'm not dirty laundry.I have a stem, but I'm not a wine glass.People gift me on Valentine's day, but I'm not a stuffed animal.What am I?","['A daisy', 'A rose.', 'A sunflower', 'A tulip']","[1, -1, -1, -1]"
3574,"I'm tiny but quite expensive. But when you use me, all I do is hang and sparkle.What Valentine's Day gift am I?","['Earrings.', 'Ring', 'Necklace', 'Bracelet']","[0, -1, -1, -1]"
3575,Who marries many times but always remains single?,"['A wedding planner', 'A priest.', 'A serial dater', 'A divorce lawyer']","[1, -1, -1, -1]"
3576,"You'll see two of me at every wedding, but I am not a person.What am I?","['A wedding ring.', 'A bouquet of flowers', 'A wedding cake', 'A wedding dress']","[0, -1, -1, -1]"
3577,"I connect two people, but I touch only one.What am I?","['A wedding ring.', 'A phone', 'A handshake', 'A bridge']","[0, -1, -1, -1]"
3578,"I have no finish line in sight, but you can break me. Once you have me, you are bound for life.What am I?","['Happiness', 'Marriage.', 'Freedom', 'Independence']","[1, -1, -1, -1]"
3579,"I am another word for love, and I consist of nine letters. I rhyme with selection and perfection.What am I?","['Connection', 'Affection.', 'Direction', 'Reflection']","[1, -1, -1, -1]"
3580,"I can make you happy, I can make you cry. I can make you want me, but I can also drive people to madness.What am I?","['Power', 'Love.', 'Fear', 'Money']","[1, -1, -1, -1]"
3581,"When I'm lost, I hurt the most, as well as when not had at all. I'm often hard to express and easy to ignore. You can give me to just one person, or to many. What am I?","['Indifference', 'Pain', 'Loneliness', 'Love.']","[3, -1, -1, -1]"
3582,"I can be clogged, and I can break. I can be given but also kept. I can be crushed or be made whole. What am I?","['A lung', 'A kidney', 'A brain', 'A heart.']","[3, -1, -1, -1]"
3583,"From that which comes within itself,It builds its table on my shelf.What is it?","['A spider.', 'A bee', 'A bird', 'A squirrel']","[0, -1, -1, -1]"
3584,"I wiggle and I cannot see,Sometimes I'm underground, and at times on a tree.I really don't want to end up on a hook,I turn into a person when combined with a book.What am I?","['A snake', 'A centipede', 'A caterpillar', 'A worm.']","[3, -1, -1, -1]"
3585,"I have legs but rarely walk.I bite many but never talk.I search for places that can hide me,Because those that feed me also hate me.What am I?","['A tick', 'A mosquito', 'A flea.', 'A spider']","[2, -1, -1, -1]"
3586,"I have around 5,000 feathers and I'm a bird native to America. People say Benjamin Franklin wanted me to be the national bird of the United States.What am I?","['A turkey.', 'A robin', 'A blue jay', 'A bald eagle']","[0, -1, -1, -1]"
3587,I always sleep with my shoes on.What am I?,"['A bird', 'A dog', 'A horse.', 'A cat']","[2, -1, -1, -1]"
3588,"I stash treasures in the ground,And dig them out in winter.You can find me in a tree,Nibbling on my nutty dinner.What am I?","['Raccoon', 'Rabbit', 'A squirrel.', 'Chipmunk']","[2, -1, -1, -1]"
3589,"What goes tick-tock, bow-wow, tick-tock, bow-wow?","['A watch dog.', '""A bird chirping""', '""A cow mooing""', '""A cat meowing""']","[0, -1, -1, -1]"
3590,"I have a duck's bill, a beaver's tail, webbed feet, and I lay eggs.What am I?","['A seahorse', 'A flamingo', 'A penguin', 'A platypus.']","[3, -1, -1, -1]"
3591,"I have no arms and legs. I crawl on my belly, and I have a lethal sting. When I go to sleep, I curl into a ring but I leave my eyes open wide. What am I?","['A caterpillar', 'A scorpion', 'A spider', 'A snake.']","[3, -1, -1, -1]"
3592,"I live on a farm and I'm pink.I'm famous for saying ""oink...oink.""Come near me, and you'll realize I stink.What am I?","['A pig.', 'A chicken', 'A horse', 'A cow']","[0, -1, -1, -1]"
3593,"My arms are longer than my legs, and I can be taught sign language to communicate with humans.What am I?","['An orangutan', 'A bonobo', 'A chimpanzee', 'A gorilla.']","[3, -1, -1, -1]"
3594,I grow down as I grow up.What am I?,"['A tree', 'A ladder', 'A mountain', 'A goose - goose feathers are called down.']","[3, -1, -1, -1]"
3595,I am always black and whiteBut I'm not an old TVI'm a kind of animalThat begins with the letter ZWho am I?,"['A zebra fish', 'A zucchini', 'A zodiac sign', 'A zebra.']","[3, -1, -1, -1]"
3596,"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?","['A bear', 'A tiger', 'A lion.', 'A wolf']","[2, -1, -1, -1]"
3597,"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?","['A snake', 'A dog', 'A bird', 'A cat.']","[3, -1, -1, -1]"
3598,"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?","['A wolf', 'A cow', 'A rabbit', 'A donkey.']","[3, -1, -1, -1]"
3599,"I'm a pet with cute ears, four legs, and a tail at the end.You surely heard me barking. I'm known as man's best friend.What am I?","['A dog.', 'A horse', 'A bird', 'A cat']","[0, -1, -1, -1]"
